Date,MeToo,BLM,OscarsSoWhite,OscarsSoWhite -BLM
2012-12-08,869,112110,0,0
2012-12-07,934,105874,0,0
2012-12-06,920,102212,0,0
2012-12-05,1005,101598,0,0
2012-12-04,1038,100401,0,0
2012-12-03,1035,100564,0,0
2012-12-02,903,117460,0,0
2012-12-01,926,108866,0,0
2012-11-30,1045,99605,0,0
2012-11-29,1077,96973,0,0
2012-11-28,967,93164,0,0
2012-11-27,958,91451,0,0
2012-11-26,1101,94871,0,0
2012-11-25,973,112537,0,0
2012-11-24,951,100912,0,0
2012-11-23,850,93188,0,0
2012-11-22,892,91172,0,0
2012-11-21,878,92667,0,0
2012-11-20,883,90112,0,0
2012-11-19,928,95944,0,0
2012-11-18,959,116279,0,0
2012-11-17,851,114388,0,0
2012-11-16,872,115430,0,0
2012-11-15,955,116436,0,0
2012-11-14,927,93532,0,0
2012-11-13,1000,90927,0,0
2012-11-12,1057,92131,0,0
2012-11-11,935,112736,0,0
2012-11-10,835,100655,0,0
2012-11-09,944,93357,0,0
2012-11-08,1009,90158,0,0
2012-11-07,1077,88892,0,0
2012-11-06,946,87701,0,0
2012-11-05,946,87901,0,0
2012-11-04,914,109530,0,0
2012-11-03,821,102261,0,0
2012-11-02,944,95070,0,0
2012-11-01,963,94641,0,0
2012-10-31,889,97433,0,0
2012-10-30,917,89987,0,0
2012-10-29,919,91622,0,0
2012-10-28,926,113198,0,0
2012-10-27,842,101897,0,0
2012-10-26,1070,106755,0,0
2012-10-25,992,97883,0,0
2012-10-24,892,93357,0,0
2012-10-23,1010,89005,0,0
2012-10-22,886,88947,0,0
2012-10-21,998,107499,0,0
2012-10-20,881,99078,0,0
2012-10-19,896,87510,0,0
2012-10-18,905,89139,0,0
2012-10-17,1301,88038,0,0
2012-10-16,913,87485,0,0
2012-10-15,838,88246,0,0
2012-10-14,882,111784,0,0
2012-10-13,842,98812,0,0
2012-10-12,853,91442,0,0
2012-10-11,922,90394,0,0
2012-10-10,823,90035,0,0
2012-10-09,919,89417,0,0
2012-10-08,991,90800,0,0
2012-10-07,854,115598,0,0
2012-10-06,811,102227,0,0
2012-10-05,892,96843,0,0
2012-10-04,881,95504,0,0
2012-10-03,867,113464,0,0
2012-10-02,919,93171,0,0
2012-10-01,977,94355,0,0
2012-09-30,919,113449,0,0
2012-09-29,786,102775,0,0
2012-09-28,926,94220,0,0
2012-09-27,981,90277,0,0
2012-09-26,859,93085,0,0
2012-09-25,874,94565,0,0
2012-09-24,844,97815,0,0
2012-09-23,836,112926,0,0
2012-09-22,762,101664,0,0
2012-09-21,837,94055,0,0
2012-09-20,819,104537,0,0
2012-09-19,904,97779,0,0
2012-09-18,936,95833,0,0
2012-09-17,879,94691,0,0
2012-09-16,903,119055,0,0
2012-09-15,845,102708,0,0
2012-09-14,820,95120,0,0
2012-09-13,891,95147,0,0
2012-09-12,982,93570,0,0
2012-09-11,867,98466,0,0
2012-09-10,867,97245,0,0
2012-09-09,873,120169,0,0
2012-09-08,821,107344,0,0
2012-09-07,939,102311,0,0
2012-09-06,876,98349,0,0
2012-09-05,913,100880,0,0
2012-09-04,911,104877,0,0
2012-09-03,886,105818,0,0
2012-09-02,866,122434,0,0
2012-09-01,844,111559,0,0
2012-08-31,1000,112573,0,0
2012-08-30,912,112645,0,0
2012-08-29,951,119985,0,0
2012-08-28,987,125561,0,0
2012-08-27,938,137322,0,0
2012-08-26,976,153531,0,0
2012-08-25,869,146615,0,0
2012-08-24,1017,152815,0,0
2012-08-23,1014,155662,0,0
2012-08-22,1016,145455,0,0
2012-08-21,989,131956,0,0
2012-08-20,956,123753,0,0
2012-08-19,1517,111368,0,0
2012-08-18,2354,138756,0,0
2012-08-17,1032,152277,0,0
2012-08-16,953,156515,0,0
2012-08-15,948,143463,0,0
2012-08-14,969,145244,0,0
2012-08-13,1050,146385,0,0
2012-08-12,981,143649,0,0
2012-08-11,930,130385,0,0
2012-08-10,918,130412,0,0
2012-08-09,1070,126625,0,0
2012-08-08,986,130979,0,0
2012-08-07,974,127599,0,0
2012-08-06,956,132281,0,0
2012-08-05,944,142073,0,0
2012-08-04,835,126147,0,0
2012-08-03,1044,123495,0,0
2012-08-02,945,123630,0,0
2012-08-01,1093,124857,0,0
2012-07-31,960,127939,0,0
2012-07-30,1076,128330,0,0
2012-07-29,886,139495,0,0
2012-07-28,878,131683,0,0
2012-07-27,918,126252,0,0
2012-07-26,825,108825,0,0
2012-07-25,1006,127254,0,0
2012-07-24,883,131135,0,0
2012-07-23,973,133015,0,0
2012-07-22,799,151359,0,0
2012-07-21,939,153935,0,0
2012-07-20,1198,162769,0,0
2012-07-19,1140,144786,0,0
2012-07-18,915,112534,0,0
2012-07-17,949,109074,0,0
2012-07-16,853,109967,0,0
2012-07-15,802,125053,0,0
2012-07-14,883,118893,0,0
2012-07-13,1059,111540,0,0
2012-07-12,1010,121146,0,0
2012-07-11,1112,125330,0,0
2012-07-10,1155,121444,0,0
2012-07-09,951,118614,0,0
2012-07-08,939,115001,0,0
2012-07-07,914,122121,0,0
2012-07-06,1035,137346,0,0
2012-07-05,863,122080,0,0
2012-07-04,840,118786,0,0
2012-07-03,970,120760,0,0
2012-07-02,950,115146,0,0
2012-07-01,936,119547,0,0
2012-06-30,865,119295,0,0
2012-06-29,969,119671,0,0
2012-06-28,997,114509,0,0
2012-06-27,933,115890,0,0
2012-06-26,1169,123066,0,0
2012-06-25,983,117052,0,0
2012-06-24,914,115473,0,0
2012-06-23,840,122675,0,0
2012-06-22,1061,118092,0,0
2012-06-21,904,102716,0,0
2012-06-20,963,114937,0,0
2012-06-19,1008,111581,0,0
2012-06-18,1043,105783,0,0
2012-06-17,926,114087,0,0
2012-06-16,776,112781,0,0
2012-06-15,851,104659,0,0
2012-06-14,1033,107374,0,0
2012-06-13,1019,111671,0,0
2012-06-12,1100,105800,0,0
2012-06-11,1093,105070,0,0
2012-06-10,971,117247,0,0
2012-06-09,787,112863,0,0
2012-06-08,983,106659,0,0
2012-06-07,1031,107994,0,0
2012-06-06,988,103565,0,0
2012-06-05,826,101652,0,0
2012-06-04,1035,101973,0,0
2012-06-03,983,112671,0,0
2012-06-02,775,107627,0,0
2012-06-01,951,100337,0,0
2012-05-31,949,96768,0,0
2012-05-30,848,97196,0,0
2012-05-29,1061,98265,0,0
2012-05-28,731,94856,0,0
2012-05-27,717,105863,0,0
2012-05-26,731,110952,0,0
2012-05-25,742,101169,0,0
2012-05-24,864,93713,0,0
2012-05-23,915,89884,0,0
2012-05-22,860,89320,0,0
2012-05-21,768,90746,0,0
2012-05-20,831,104335,0,0
2012-05-19,655,106782,0,0
2012-05-18,845,98719,0,0
2012-05-17,868,101027,0,0
2012-05-16,826,94470,0,0
2012-05-15,1004,89804,0,0
2012-05-14,856,85665,0,0
2012-05-13,869,98475,0,0
2012-05-12,714,88792,0,0
2012-05-11,786,89894,0,0
2012-05-10,868,88724,0,0
2012-05-09,899,86530,0,0
2012-05-08,881,87699,0,0
2012-05-07,954,89251,0,0
2012-05-06,826,93121,0,0
2012-05-05,733,90956,0,0
2012-05-04,852,88988,0,0
2012-05-03,880,85435,0,0
2012-05-02,838,84962,0,0
2012-05-01,949,84623,0,0
2012-04-30,863,86991,0,0
2012-04-29,772,96538,0,0
2012-04-28,687,90865,0,0
2012-04-27,737,93154,0,0
2012-04-26,940,93906,0,0
2012-04-25,779,92250,0,0
2012-04-24,890,92231,0,0
2012-04-23,885,86779,0,0
2012-04-22,764,95442,0,0
2012-04-21,659,94296,0,0
2012-04-20,770,98543,0,0
2012-04-19,776,98203,0,0
2012-04-18,871,100184,0,0
2012-04-17,794,89371,0,0
2012-04-16,807,91780,0,0
2012-04-15,757,102070,0,0
2012-04-14,797,94809,0,0
2012-04-13,797,88903,0,0
2012-04-12,898,82369,0,0
2012-04-11,922,82427,0,0
2012-04-10,798,84680,0,0
2012-04-09,822,86107,0,0
2012-04-08,858,98346,0,0
2012-04-07,787,95876,0,0
2012-04-06,943,97709,0,0
2012-04-05,902,83107,0,0
2012-04-04,912,83304,0,0
2012-04-03,975,82553,0,0
2012-04-02,940,81659,0,0
2012-04-01,831,92463,0,0
2012-03-31,851,86029,0,0
2012-03-30,792,90391,0,0
2012-03-29,792,86182,0,0
2012-03-28,902,84921,0,0
2012-03-27,848,85567,0,0
2012-03-26,730,88111,0,0
2012-03-25,807,97429,0,0
2012-03-24,732,93718,0,0
2012-03-23,776,94860,0,0
2012-03-22,845,86266,0,0
2012-03-21,830,84291,0,0
2012-03-20,813,83207,0,0
2012-03-19,806,75625,0,0
2012-03-18,747,86405,0,0
2012-03-17,742,77618,0,0
2012-03-16,726,74401,0,0
2012-03-15,717,73692,0,0
2012-03-14,810,71689,0,0
2012-03-13,753,71455,0,0
2012-03-12,840,70103,0,0
2012-03-11,710,77821,0,0
2012-03-10,816,71963,0,0
2012-03-09,797,70945,0,0
2012-03-08,757,65905,0,0
2012-03-07,693,67759,0,0
2012-03-06,704,68805,0,0
2012-03-05,680,67409,0,0
2012-03-04,844,77598,0,0
2012-03-03,707,71163,0,0
2012-03-02,660,67102,0,0
2012-03-01,719,67084,0,0
2012-02-29,710,68540,0,0
2012-02-28,669,66583,0,0
2012-02-27,765,66652,0,0
2012-02-26,686,76420,0,0
2012-02-25,713,74375,0,0
2012-02-24,778,72082,0,0
2012-02-23,749,71395,0,0
2012-02-22,731,72050,0,0
2012-02-21,775,69799,0,0
2012-02-20,789,69097,0,0
2012-02-19,622,79774,0,0
2012-02-18,761,74905,0,0
2012-02-17,827,75295,0,0
2012-02-16,693,74422,0,0
2012-02-15,776,73110,0,0
2012-02-14,729,72219,0,0
2012-02-13,943,78391,0,0
2012-02-12,722,82593,0,0
2012-02-11,662,76414,0,0
2012-02-10,687,74226,0,0
2012-02-09,896,74809,0,0
2012-02-08,794,76972,0,0
2012-02-07,735,75492,0,0
2012-02-06,800,74401,0,0
2012-02-05,712,77506,0,0
2012-02-04,646,75440,0,0
2012-02-03,629,75085,0,0
2012-02-02,634,76259,0,0
2012-02-01,693,77338,0,0
2012-01-31,739,78450,0,0
2012-01-30,746,78360,0,0
2012-01-29,742,83491,0,0
2012-01-28,612,75800,0,0
2012-01-27,648,76720,0,0
2012-01-26,709,71827,0,0
2012-01-25,771,75270,0,0
2012-01-24,634,76486,0,0
2012-01-23,709,86458,0,0
2012-01-22,675,80378,0,0
2012-01-21,674,75001,0,0
2012-01-20,609,73851,0,0
2012-01-19,685,70492,0,0
2012-01-18,648,71579,0,0
2012-01-17,683,70868,0,0
2012-01-16,649,69502,0,0
2012-01-15,660,78787,0,0
2012-01-14,580,72067,0,0
2012-01-13,615,67742,0,0
2012-01-12,700,63144,0,0
2012-01-11,622,62358,0,0
2012-01-10,586,63518,0,0
2012-01-09,708,68315,0,0
2012-01-08,604,82309,0,0
2012-01-07,607,79156,0,0
2012-01-06,778,78164,0,0
2012-01-05,844,79045,0,0
2012-01-04,710,79788,0,0
2012-01-03,722,80059,0,0
2012-01-02,673,79813,0,0
2012-01-01,633,71133,0,0
2011-12-31,664,70797,0,0
2011-12-30,688,88713,0,0
2011-12-29,726,85731,0,0
2011-12-28,772,86055,0,0
2011-12-27,687,83205,0,0
2011-12-26,618,82325,0,0
2011-12-25,592,74766,0,0
2011-12-24,618,77352,0,0
2011-12-23,712,82795,0,0
2011-12-22,674,77629,0,0
2011-12-21,699,75363,0,0
2011-12-20,700,74469,0,0
2011-12-19,650,70778,0,0
2011-12-18,596,73276,0,0
2011-12-17,507,71540,0,0
2011-12-16,603,67121,0,0
2011-12-15,657,66920,0,0
2011-12-14,653,64235,0,0
2011-12-13,617,63180,0,0
2011-12-12,621,62625,0,0
2011-12-11,609,71350,0,0
2011-12-10,592,68340,0,0
2011-12-09,575,63867,0,0
2011-12-08,639,61744,0,0
2011-12-07,587,63593,0,0
2011-12-06,606,62681,0,0
2011-12-05,660,63724,0,0
2011-12-04,559,73277,0,0
2011-12-03,535,63284,0,0
2011-12-02,612,59992,0,0
2011-12-01,625,59659,0,0
2011-11-30,705,62217,0,0
2011-11-29,714,56122,0,0
2011-11-28,707,59473,0,0
2011-11-27,700,70769,0,0
2011-11-26,547,61738,0,0
2011-11-25,523,57744,0,0
2011-11-24,666,57117,0,0
2011-11-23,614,59459,0,0
2011-11-22,623,53215,0,0
2011-11-21,562,60297,0,0
2011-11-20,500,69602,0,0
2011-11-19,497,60277,0,0
2011-11-18,576,56321,0,0
2011-11-17,657,60683,0,0
2011-11-16,589,59267,0,0
2011-11-15,558,57391,0,0
2011-11-14,624,57632,0,0
2011-11-13,604,66694,0,0
2011-11-12,490,59839,0,0
2011-11-11,537,61176,0,0
2011-11-10,616,60898,0,0
2011-11-09,649,60006,0,0
2011-11-08,663,60297,0,0
2011-11-07,573,56182,0,0
2011-11-06,677,71096,0,0
2011-11-05,608,64761,0,0
2011-11-04,614,58929,0,0
2011-11-03,626,57053,0,0
2011-11-02,702,58023,0,0
2011-11-01,575,58725,0,0
2011-10-31,547,59753,0,0
2011-10-30,593,70319,0,0
2011-10-29,520,63569,0,0
2011-10-28,588,60924,0,0
2011-10-27,547,60993,0,0
2011-10-26,571,59199,0,0
2011-10-25,560,55456,0,0
2011-10-24,504,56071,0,0
2011-10-23,531,63847,0,0
2011-10-22,509,58648,0,0
2011-10-21,548,58920,0,0
2011-10-20,569,53829,0,0
2011-10-19,584,59278,0,0
2011-10-18,576,57713,0,0
2011-10-17,571,56541,0,0
2011-10-16,494,64678,0,0
2011-10-15,479,60654,0,0
2011-10-14,466,52646,0,0
2011-10-13,573,54424,0,0
2011-10-12,480,55009,0,0
2011-10-11,556,54489,0,0
2011-10-10,482,55726,0,0
2011-10-09,508,66583,0,0
2011-10-08,404,61338,0,0
2011-10-07,445,52249,0,0
2011-10-06,505,53190,0,0
2011-10-05,544,54012,0,0
2011-10-04,688,55492,0,0
2011-10-03,594,55464,0,0
2011-10-02,536,67965,0,0
2011-10-01,487,60483,0,0
2011-09-30,490,58475,0,0
2011-09-29,634,57016,0,0
2011-09-28,576,59488,0,0
2011-09-27,558,60612,0,0
2011-09-26,528,63100,0,0
2011-09-25,504,70176,0,0
2011-09-24,500,63445,0,0
2011-09-23,463,61480,0,0
2011-09-22,629,61709,0,0
2011-09-21,623,63042,0,0
2011-09-20,537,63445,0,0
2011-09-19,569,62956,0,0
2011-09-18,569,73141,0,0
2011-09-17,618,64457,0,0
2011-09-16,549,62595,0,0
2011-09-15,537,63694,0,0
2011-09-14,564,62777,0,0
2011-09-13,515,62493,0,0
2011-09-12,466,63426,0,0
2011-09-11,512,77987,0,0
2011-09-10,504,72530,0,0
2011-09-09,588,69979,0,0
2011-09-08,564,75556,0,0
2011-09-07,620,85007,0,0
2011-09-06,515,92274,0,0
2011-09-05,624,97027,0,0
2011-09-04,447,98172,0,0
2011-09-03,531,91120,0,0
2011-09-02,549,87693,0,0
2011-09-01,527,77716,0,0
2011-08-31,663,68532,0,0
2011-08-30,754,82575,0,0
2011-08-29,753,109745,0,0
2011-08-28,589,92335,0,0
2011-08-27,565,87056,0,0
2011-08-26,519,90399,0,0
2011-08-25,476,87586,0,0
2011-08-24,603,84613,0,0
2011-08-23,626,82729,0,0
2011-08-22,558,81089,0,0
2011-08-21,515,83597,0,0
2011-08-20,512,75006,0,0
2011-08-19,524,73919,0,0
2011-08-18,1558,75715,0,0
2011-08-17,572,77427,0,0
2011-08-16,595,75635,0,0
2011-08-15,596,79229,0,0
2011-08-14,591,88446,0,0
2011-08-13,522,78931,0,0
2011-08-12,566,75654,0,0
2011-08-11,504,75481,0,0
2011-08-10,537,75533,0,0
2011-08-09,522,77244,0,0
2011-08-08,535,79426,0,0
2011-08-07,481,86293,0,0
2011-08-06,464,76304,0,0
2011-08-05,499,79884,0,0
2011-08-04,592,82170,0,0
2011-08-03,526,88301,0,0
2011-08-02,523,93104,0,0
2011-08-01,500,93652,0,0
2011-07-31,556,84320,0,0
2011-07-30,507,72745,0,0
2011-07-29,475,66936,0,0
2011-07-28,485,60595,0,0
2011-07-27,526,68370,0,0
2011-07-26,517,68355,0,0
2011-07-25,554,68355,0,0
2011-07-24,542,72993,0,0
2011-07-23,467,66441,0,0
2011-07-22,609,66678,0,0
2011-07-21,496,68497,0,0
2011-07-20,539,67517,0,0
2011-07-19,445,64277,0,0
2011-07-18,451,67628,0,0
2011-07-17,481,73798,0,0
2011-07-16,400,68517,0,0
2011-07-15,546,72195,0,0
2011-07-14,493,72475,0,0
2011-07-13,503,70609,0,0
2011-07-12,443,71192,0,0
2011-07-11,400,71308,0,0
2011-07-10,379,75916,0,0
2011-07-09,405,72824,0,0
2011-07-08,462,74202,0,0
2011-07-07,519,73857,0,0
2011-07-06,484,75525,0,0
2011-07-05,524,73393,0,0
2011-07-04,421,74622,0,0
2011-07-03,393,71260,0,0
2011-07-02,372,71361,0,0
2011-07-01,412,74804,0,0
2011-06-30,501,79860,0,0
2011-06-29,599,86546,0,0
2011-06-28,525,77834,0,0
2011-06-27,484,76999,0,0
2011-06-26,449,72521,0,0
2011-06-25,459,73575,0,0
2011-06-24,449,77584,0,0
2011-06-23,556,78195,0,0
2011-06-22,503,78582,0,0
2011-06-21,525,78208,0,0
2011-06-20,426,76360,0,0
2011-06-19,478,74244,0,0
2011-06-18,507,70806,0,0
2011-06-17,470,74499,0,0
2011-06-16,599,74027,0,0
2011-06-15,454,76687,0,0
2011-06-14,562,70432,0,0
2011-06-13,440,70256,0,0
2011-06-12,507,73955,0,0
2011-06-11,495,70069,0,0
2011-06-10,459,70939,0,0
2011-06-09,573,68510,0,0
2011-06-08,491,71689,0,0
2011-06-07,500,71218,0,0
2011-06-06,525,69503,0,0
2011-06-05,381,75503,0,0
2011-06-04,422,80512,0,0
2011-06-03,463,78366,0,0
2011-06-02,680,77826,0,0
2011-06-01,479,76388,0,0
2011-05-31,420,70033,0,0
2011-05-30,435,66609,0,0
2011-05-29,390,69684,0,0
2011-05-28,351,67686,0,0
2011-05-27,537,65419,0,0
2011-05-26,473,65270,0,0
2011-05-25,524,57476,0,0
2011-05-24,471,65806,0,0
2011-05-23,449,65139,0,0
2011-05-22,429,70572,0,0
2011-05-21,470,66992,0,0
2011-05-20,411,66070,0,0
2011-05-19,446,63790,0,0
2011-05-18,410,67799,0,0
2011-05-17,428,79721,0,0
2011-05-16,419,79847,0,0
2011-05-15,496,74165,0,0
2011-05-14,451,66016,0,0
2011-05-13,388,60880,0,0
2011-05-12,367,64329,0,0
2011-05-11,413,62259,0,0
2011-05-10,464,63865,0,0
2011-05-09,448,63166,0,0
2011-05-08,358,69928,0,0
2011-05-07,406,64485,0,0
2011-05-06,343,62360,0,0
2011-05-05,368,61025,0,0
2011-05-04,405,62572,0,0
2011-05-03,333,61839,0,0
2011-05-02,361,59561,0,0
2011-05-01,316,67301,0,0
2011-04-30,291,60897,0,0
2011-04-29,391,60762,0,0
2011-04-28,387,64472,0,0
2011-04-27,410,65055,0,0
2011-04-26,377,66778,0,0
2011-04-25,349,64165,0,0
2011-04-24,403,70940,0,0
2011-04-23,354,65788,0,0
2011-04-22,370,71141,0,0
2011-04-21,417,69248,0,0
2011-04-20,401,67631,0,0
2011-04-19,403,65598,0,0
2011-04-18,375,63479,0,0
2011-04-17,389,69553,0,0
2011-04-16,311,64272,0,0
2011-04-15,318,61413,0,0
2011-04-14,351,59231,0,0
2011-04-13,377,56630,0,0
2011-04-12,347,58489,0,0
2011-04-11,307,55132,0,0
2011-04-10,334,63772,0,0
2011-04-09,301,60133,0,0
2011-04-08,339,55572,0,0
2011-04-07,277,52513,0,0
2011-04-06,350,54728,0,0
2011-04-05,362,54156,0,0
2011-04-04,336,55632,0,0
2011-04-03,347,63930,0,0
2011-04-02,304,61033,0,0
2011-04-01,334,56507,0,0
2011-03-31,345,58241,0,0
2011-03-30,397,57793,0,0
2011-03-29,328,61273,0,0
2011-03-28,361,57674,0,0
2011-03-27,329,69841,0,0
2011-03-26,338,61034,0,0
2011-03-25,359,62551,0,0
2011-03-24,337,58677,0,0
2011-03-23,337,58953,0,0
2011-03-22,332,61088,0,0
2011-03-21,357,58153,0,0
2011-03-20,297,65728,0,0
2011-03-19,291,63418,0,0
2011-03-18,329,57802,0,0
2011-03-17,316,55996,0,0
2011-03-16,322,59961,0,0
2011-03-15,308,58223,0,0
2011-03-14,542,57344,0,0
2011-03-13,276,65406,0,0
2011-03-12,232,59317,0,0
2011-03-11,285,56365,0,0
2011-03-10,269,56892,0,0
2011-03-09,270,55839,0,0
2011-03-08,300,55871,0,0
2011-03-07,312,54215,0,0
2011-03-06,296,63857,0,0
2011-03-05,326,61587,0,0
2011-03-04,298,53269,0,0
2011-03-03,282,49540,0,0
2011-03-02,284,50849,0,0
2011-03-01,305,51887,0,0
2011-02-28,297,49790,0,0
2011-02-27,260,56175,0,0
2011-02-26,235,42776,0,0
2011-02-25,301,53191,0,0
2011-02-24,305,53217,0,0
2011-02-23,292,54885,0,0
2011-02-22,359,55979,0,0
2011-02-21,307,58961,0,0
2011-02-20,255,54807,0,0
2011-02-19,238,50630,0,0
2011-02-18,319,52159,0,0
2011-02-17,294,52518,0,0
2011-02-16,287,53010,0,0
2011-02-15,253,60378,0,0
2011-02-14,293,51023,0,0
2011-02-13,255,57447,0,0
2011-02-12,282,54707,0,0
2011-02-11,323,51612,0,0
2011-02-10,327,52641,0,0
2011-02-09,264,52665,0,0
2011-02-08,319,53806,0,0
2011-02-07,347,53241,0,0
2011-02-06,338,60106,0,0
2011-02-05,347,54378,0,0
2011-02-04,1371,53486,0,0
2011-02-03,323,60484,0,0
2011-02-02,279,47428,0,0
2011-02-01,370,50095,0,0
2011-01-31,321,51187,0,0
2011-01-30,248,57827,0,0
2011-01-29,277,55377,0,0
2011-01-28,341,50827,0,0
2011-01-27,397,52167,0,0
2011-01-26,330,50815,0,0
2011-01-25,321,50970,0,0
2011-01-24,320,50833,0,0
2011-01-23,350,57298,0,0
2011-01-22,237,49952,0,0
2011-01-21,302,47233,0,0
2011-01-20,264,51642,0,0
2011-01-19,304,51043,0,0
2011-01-18,345,49873,0,0
2011-01-17,370,50574,0,0
2011-01-16,292,55998,0,0
2011-01-15,346,53802,0,0
2011-01-14,386,57029,0,0
2011-01-13,319,47027,0,0
2011-01-12,289,47408,0,0
2011-01-11,363,48822,0,0
2011-01-10,291,49706,0,0
2011-01-09,254,53333,0,0
2011-01-08,265,50339,0,0
2011-01-07,283,51284,0,0
2011-01-06,256,50007,0,0
2011-01-05,295,51222,0,0
2011-01-04,260,52099,0,0
2011-01-03,255,54528,0,0
2011-01-02,216,54811,0,0
2011-01-01,207,43069,0,0
2010-12-31,288,47957,0,0
2010-12-30,268,55078,0,0
2010-12-29,269,53995,0,0
2010-12-28,246,56102,0,0
2010-12-27,297,56296,0,0
2010-12-26,198,47593,0,0
2010-12-25,178,43551,0,0
2010-12-24,242,47832,0,0
2010-12-23,270,50983,0,0
2010-12-22,280,46341,0,0
2010-12-21,242,46384,0,0
2010-12-20,271,45525,0,0
2010-12-19,185,46748,0,0
2010-12-18,218,46333,0,0
2010-12-17,250,43523,0,0
2010-12-16,235,40562,0,0
2010-12-15,204,43728,0,0
2010-12-14,209,41994,0,0
2010-12-13,227,42403,0,0
2010-12-12,200,48080,0,0
2010-12-11,180,43390,0,0
2010-12-10,259,40736,0,0
2010-12-09,220,41993,0,0
2010-12-08,253,40115,0,0
2010-12-07,235,47991,0,0
2010-12-06,196,41165,0,0
2010-12-05,177,48712,0,0
2010-12-04,177,45917,0,0
2010-12-03,199,39100,0,0
2010-12-02,198,37265,0,0
2010-12-01,224,36157,0,0
2010-11-30,215,36171,0,0
2010-11-29,208,37228,0,0
2010-11-28,203,42811,0,0
2010-11-27,176,37434,0,0
2010-11-26,209,34837,0,0
2010-11-25,182,33804,0,0
2010-11-24,198,33894,0,0
2010-11-23,208,34965,0,0
2010-11-22,208,36560,0,0
2010-11-21,182,42394,0,0
2010-11-20,157,39351,0,0
2010-11-19,183,36375,0,0
2010-11-18,192,36113,0,0
2010-11-17,216,43399,0,0
2010-11-16,192,37025,0,0
2010-11-15,220,36293,0,0
2010-11-14,219,41928,0,0
2010-11-13,190,37834,0,0
2010-11-12,176,34940,0,0
2010-11-11,197,34463,0,0
2010-11-10,191,34705,0,0
2010-11-09,203,33987,0,0
2010-11-08,157,31723,0,0
2010-11-07,181,41626,0,0
2010-11-06,187,37340,0,0
2010-11-05,208,34807,0,0
2010-11-04,168,32671,0,0
2010-11-03,260,33977,0,0
2010-11-02,257,33736,0,0
2010-11-01,187,33341,0,0
2010-10-31,159,40719,0,0
2010-10-30,201,36118,0,0
2010-10-29,188,33162,0,0
2010-10-28,206,33445,0,0
2010-10-27,185,31751,0,0
2010-10-26,184,35795,0,0
2010-10-25,172,36593,0,0
2010-10-24,161,42614,0,0
2010-10-23,153,37343,0,0
2010-10-22,146,33984,0,0
2010-10-21,196,32729,0,0
2010-10-20,182,33178,0,0
2010-10-19,197,34703,0,0
2010-10-18,182,34046,0,0
2010-10-17,153,41698,0,0
2010-10-16,154,37848,0,0
2010-10-15,191,33883,0,0
2010-10-14,263,34516,0,0
2010-10-13,188,35225,0,0
2010-10-12,173,34097,0,0
2010-10-11,181,34155,0,0
2010-10-10,190,40807,0,0
2010-10-09,151,34905,0,0
2010-10-08,164,35595,0,0
2010-10-07,195,34920,0,0
2010-10-06,191,32798,0,0
2010-10-05,145,32280,0,0
2010-10-04,179,33310,0,0
2010-10-03,172,41220,0,0
2010-10-02,178,36189,0,0
2010-10-01,176,34147,0,0
2010-09-30,185,34944,0,0
2010-09-29,230,35900,0,0
2010-09-28,185,35391,0,0
2010-09-27,173,35452,0,0
2010-09-26,211,42378,0,0
2010-09-25,192,37694,0,0
2010-09-24,262,34128,0,0
2010-09-23,292,35892,0,0
2010-09-22,170,34732,0,0
2010-09-21,178,36484,0,0
2010-09-20,171,40737,0,0
2010-09-19,143,47053,0,0
2010-09-18,165,46355,0,0
2010-09-17,212,46779,0,0
2010-09-16,203,49005,0,0
2010-09-15,193,50889,0,0
2010-09-14,163,48223,0,0
2010-09-13,183,48355,0,0
2010-09-12,160,48035,0,0
2010-09-11,176,43172,0,0
2010-09-10,235,41489,0,0
2010-09-09,212,29308,0,0
2010-09-08,205,51229,0,0
2010-09-07,190,47148,0,0
2010-09-06,188,46917,0,0
2010-09-05,164,42833,0,0
2010-09-04,170,40350,0,0
2010-09-03,165,39377,0,0
2010-09-02,197,38307,0,0
2010-09-01,177,37816,0,0
2010-08-31,279,39758,0,0
2010-08-30,223,40231,0,0
2010-08-29,230,43974,0,0
2010-08-28,150,38572,0,0
2010-08-27,195,37004,0,0
2010-08-26,190,37853,0,0
2010-08-25,174,36832,0,0
2010-08-24,251,36459,0,0
2010-08-23,172,37872,0,0
2010-08-22,152,44773,0,0
2010-08-21,185,40375,0,0
2010-08-20,189,38646,0,0
2010-08-19,203,38618,0,0
2010-08-18,172,39648,0,0
2010-08-17,179,42685,0,0
2010-08-16,153,40719,0,0
2010-08-15,135,47073,0,0
2010-08-14,143,45504,0,0
2010-08-13,188,45261,0,0
2010-08-12,206,47319,0,0
2010-08-11,207,50718,0,0
2010-08-10,272,44489,0,0
2010-08-09,160,35361,0,0
2010-08-08,152,37959,0,0
2010-08-07,114,34465,0,0
2010-08-06,155,32513,0,0
2010-08-05,263,32247,0,0
2010-08-04,182,32027,0,0
2010-08-03,159,34392,0,0
2010-08-02,159,33674,0,0
2010-08-01,142,31794,0,0
2010-07-31,119,34827,0,0
2010-07-30,165,32643,0,0
2010-07-29,294,34046,0,0
2010-07-28,173,36374,0,0
2010-07-27,183,34957,0,0
2010-07-26,174,34888,0,0
2010-07-25,129,39208,0,0
2010-07-24,166,35030,0,0
